"BuildingAge","BuildingHeight","Insulation","AverageTemperature","SunlightExposure","WindSpeed","OccupancyRate","HeatingLoad"
16.86,8.19,1,13.75,127.67,3.13,0.58,214.64
58.28,22.53,0,23.41,118.07,6.56,0.47,302.39
23.39,30.8,0,12.29,396.44,7.43,0.52,295.82
26.78,4.95,1,16.9,114.72,2.29,0.7,213.57
15.07,7.97,1,19.92,102.67,4.17,0.27,199.88
22.47,49.08,0,11.08,652.14,7.42,0.42,376.26
18.92,4.67,1,22.73,86.31,4.19,0.66,199.48
21.05,9.72,0,21.05,37.78,1.67,0.46,215.73
16.62,33.91,1,14.49,513.2,3.43,0.22,279.35
25.55,24.82,1,16.61,261.9,6.23,0.75,270.06
13.88,12.17,1,11.38,99.44,2.59,0.42,223.53
31.68,3.37,1,16.53,23.8,3.91,0.55,221.64
10.1,13.02,1,21.92,132.73,3.62,0.37,203.8
13.96,20.23,1,14.95,192.92,4.03,0.43,240.7
26.42,15.13,0,18.84,43.42,5.11,0.08,243.43
29.43,25.68,1,19.51,546.02,2.97,0.28,258.26
11.43,55.11,0,14.02,674.43,3.33,0.21,381.07
16.81,27.12,0,16.88,274.43,7.51,0.57,274.27
22.04,6.98,1,24.81,112.81,4.9,0.28,201.22
36.82,20.67,1,15.62,280.25,6.13,0.49,270.27
15.52,10.44,0,15.1,168.17,5.06,0.59,223.57
19.13,9.18,1,12.36,113.91,5.32,0.64,224.29
29.95,25.6,1,11.34,675.3,2.55,0.65,269.26
9.49,21.35,0,20.41,147.19,2.75,0.51,229.32
21.55,6.22,0,12.4,126.67,4.23,0.84,225.49
25.53,74.77,1,25.31,617.95,5.49,0.23,515.84
24.89,10.57,1,26.02,127.97,8.39,0.71,222.16
9.29,28.44,1,21.44,503.05,5.44,0.78,247.78
16.12,21.99,1,19.39,159.11,2.99,0.09,241.27
20.51,16.75,1,23.1,655.53,3.94,0.52,218.25
8.35,31.93,0,12.61,152.18,10.61,0.23,297.36
18.71,49.57,0,18.53,441.58,6.55,0.28,366.64
11.05,12.01,1,21.77,98.49,5.62,0.63,213.81
18.55,14.62,0,16.37,106.93,6.71,0.43,237.39
12.44,16.13,1,17.63,76.27,4.56,0.66,225.54
13.03,11.25,0,15.37,236.75,1.87,0.72,212.8
28.36,8.72,1,15.74,76.15,1.19,0.39,227.85
13.28,48,0,13.62,451.18,8.33,0.48,362.71
19.46,7.12,1,27.3,142.56,0.9,0.97,191.28
61.75,19.57,1,15.64,600.74,4.04,0.8,283.95
19.38,25.19,1,13.38,84.05,3.94,0.82,270.36
30,64.36,1,25.72,522.08,2.7,0.54,446.27
25.16,47.89,1,19.44,529.74,4.48,0.65,349.95
31.74,8.82,0,18.02,194.81,0.51,0.2,225.29
15.87,13.16,1,18.03,114.07,3.93,0.78,219.59
42.41,11.96,0,13.01,129.31,5.98,0.63,271.25
11.35,5.05,0,18.73,62.28,7.31,0.65,207.62
16.97,15.46,1,23.35,186.19,3.38,0.38,217.5
32.87,51.62,0,23.04,502.48,3.32,0.08,383.39
11.84,33.33,0,11.92,268.94,2.48,0.17,288.1
33.69,9.34,1,17.45,159.3,8.13,0.13,238.01
29.71,17.63,1,19.23,163.32,2.38,0.27,241.94
15.52,12.83,0,14.16,453.91,3.7,0.88,222.54
21.07,13.45,1,23.32,60.31,3.48,0.36,218.38
54.86,18.66,0,19.75,346.46,7.47,0.27,283.57
33.79,56.73,0,13.9,397.3,5.31,0.77,439.67
14.94,11.41,0,18.06,36.82,4.98,0.28,223.47
13.58,28.34,1,17.26,106.94,2.6,0.72,264.68
20.67,11.65,1,17.21,344.91,6.24,0.63,221.81
10.84,3.27,1,21.57,47.04,2.45,0.22,184.05
14.93,25.24,1,15.44,161.72,1.38,0.42,250.69
23.87,35.92,1,26.1,731.88,4.1,0.5,278.12
8.6,17.37,0,9.02,75.22,4.66,0.16,243.43
13.6,29.31,0,15.64,534.47,6.99,0.43,271.84
39.9,88.29,1,24.18,363.35,6.88,0.25,660.62
26.22,36.65,1,24.47,504.55,1.95,0.17,289.08
32.61,8.09,0,18.11,255.56,7.03,0.69,233.98
26.73,45.46,1,21.26,717.45,5.46,0.51,331.52
14.29,23.93,0,21.19,307.22,1.12,0.69,236.04
9.28,15.02,1,22.84,196.48,0.74,0.51,201.41
7.98,14.68,1,17.64,180.62,7.18,0.32,217.15
23.55,46.47,1,15.64,533.76,11.62,0.08,357.29
64.22,6.83,0,20.84,100.44,3.42,0.58,264.5
30.48,77.3,0,16.43,409.51,1.66,0.65,560.84
13.62,27.52,1,15.28,244.52,2.81,0.22,261.75
20.25,32.75,1,21.77,724.39,1.67,0.5,262.49
51.28,20.51,0,26.18,495.55,2.39,0.41,264.19
35.67,15.82,0,19.41,555.53,2.87,0.38,240.61
10.25,24.05,1,17.81,492.9,2.2,0.87,233.52
22,11.24,0,22.13,266.05,8.07,0.55,224.52
19.28,20.61,0,22.57,521.35,5.07,0.36,234.61
28.73,13.02,1,21.8,156.33,1.4,0.36,227.31
73.81,11.48,1,19.37,54.07,2.5,0.4,285.97
33.91,18.51,1,22.18,745.18,5.53,0.45,238.43
23.73,16.57,0,14.69,343.98,15.49,0.46,264.03
16.63,17.74,0,21.13,546.87,3.53,0.36,218.83
22.25,9.59,0,14.53,98.43,2.01,0.3,222.46
23.72,86.04,0,13.54,739.97,5.12,0.37,621.2
15.1,12.72,1,20.72,135.56,5.26,0.26,213.91
25.96,38.04,1,14.35,307.05,2.5,0.13,315.63
14.24,24.29,1,17.68,243.21,3.26,0.43,248.24
19.94,22.17,0,25.35,467.39,0.89,0.37,226.35
12.01,44.45,1,18.35,450.92,8.57,0.81,332.38
24.81,14.2,0,17.59,146.2,3.17,0.23,236.48
4.99,22.89,0,18.16,662,3.41,0.57,223.26
34.32,42.37,1,20.86,646.91,3.8,0.88,327.42
18.31,17.64,1,19.48,73.92,2.37,0.38,229.6
25.78,29.28,0,16.73,88.75,0.79,0.63,285.47
17.57,5.61,0,14.01,49.36,2.32,0.21,215.4
15.1,28.19,1,12.29,699.27,1.34,0.38,254.4
15.79,14.43,1,15.51,74.72,3.17,0.63,228.48
16.58,27.56,1,21.13,366.26,6.28,0.72,258.66
8.62,11.85,1,23.25,578.87,2.45,0.68,189.49
55.79,14.63,1,20.12,196.76,5.68,0.67,275.45
27.94,8.91,0,17.5,242.12,5.37,0.9,230.7
27.65,23.37,1,19.11,832.6,0.32,0.71,237.26
28.36,5.29,0,20.34,62.6,6.27,0.53,226.25
19.69,4.6,0,13.15,103.24,2.95,0.41,215.78
31.78,7.26,1,16.07,93.37,4.99,0.4,230.87
24.35,19.53,1,12.31,304.91,6.17,0.43,255.63
18.31,16.34,0,23.28,113.73,1.1,0.66,222.93
14.15,54.36,1,17.07,325.11,10.5,0.69,399.18
39.07,9.43,0,17.71,56.55,0.83,0.16,237.55
23.23,11.6,1,17.63,152.29,2.26,0.43,222.59
6.07,23.05,0,23.57,771.23,2.01,0.19,207.47
5.72,9.39,0,20.38,113.53,5.53,0.18,198.47
14.87,7.39,1,15.36,104.46,2.7,0.47,209.59
26.33,5.59,1,13.95,16.77,3.19,0.81,222.97
40.39,32.33,1,18.78,333.73,2.2,0.15,300.07
12.96,12.66,1,18.12,49.18,2.26,0.71,211.71
33.03,14.35,0,15.45,240.57,9.22,0.18,258.46
11.76,10.68,1,16.49,193.89,5.7,0.35,213.85
13.7,13.3,0,15.9,97.14,0.44,0.38,220.75
26.2,8.29,0,17.46,68.18,0.71,0.44,222.57
7.46,34.41,0,17.69,431.44,0.28,0.35,267.96
62.06,34.42,0,13.89,187.43,9.05,0.44,366.79
18.08,12.47,1,17.68,141.76,2.44,0.05,215.95
25.44,14.82,1,21.49,41.06,4.5,0.58,237.41
28.57,26.14,1,19.25,613.47,5.95,0.57,263.11
19.61,10.44,0,17.68,116.24,4.09,0.22,220.83
17.66,20.6,1,17.96,264.82,2.36,0.86,240.67
11.59,19.15,0,22.76,777.95,3.64,0.55,213.28
21.53,7.24,0,19.67,151.83,5.97,0.13,217.29
26.27,25.74,0,16.74,213.58,1.62,0.47,271.54
19.06,45.41,1,13.73,644.81,1.55,0.13,333.73
9.8,22.85,1,20.16,627.01,3.84,0.1,222.97
10.05,16.19,1,13.94,205.23,5.93,0.46,228.36
20.62,27.59,1,20.25,64.72,3.89,0.4,270.02
25.93,6.78,1,22.41,106.25,2.9,0.38,210.77
15.93,52.32,0,19.6,1065.39,3.12,0.62,348.66
37.84,11.3,0,24.82,79.87,2.28,0.21,233.57
18.19,5.85,0,16.13,55.3,8.97,0.72,222.75
21.08,49.1,1,21.77,577.64,5.89,0.43,350.58
22.94,15.49,0,16.92,160.25,3.01,0.62,235.54
21.98,12.49,0,20.84,264.15,0.76,0.31,217.06
15.77,12.75,1,17.37,288.04,5.82,0.97,218.93
17.37,27.24,1,12.01,155.74,5.07,0.63,278.31
14.63,11.7,1,20.07,360.69,3.44,0.42,202.92
36.96,7.93,0,12.6,155.27,5.09,0.14,248.02
24.2,11.5,0,17.26,235.18,7.75,0.51,236.5
15.33,18.6,1,26.09,278.04,6.63,0.26,219.84
14.78,17.37,0,20.02,57.76,4.86,0.34,234.82
35.49,20.3,0,14.29,115.82,1.12,0.41,265.15
32.6,21.25,1,10.5,746.93,5.12,0.54,257.76
12.44,7.96,1,21.44,81.8,7.65,0.59,205.32
14.13,10.27,0,20.35,332.36,3.53,0.22,202.9
12.15,15.17,0,15.45,111.98,1.94,0.78,225.02
17,69.4,1,14.15,800.97,4.41,0.4,471.43
23.78,16.25,1,17.34,322.07,7.35,0.82,242.49
19.27,14.2,1,16.18,347.65,5.98,0.94,229.57
9.06,14.15,1,14,139.16,1.61,0.14,213.96
20.82,36.79,1,16.6,637.39,3.65,0.5,292.54
19.55,24.51,0,23.26,708.31,5.59,0.44,243.63
27.85,4.89,0,17.84,166.54,3.91,0.68,224.79
8.25,7.35,1,16.17,212.59,6.78,0.27,202.59
41.54,8.63,0,26.44,68.98,6.04,0.35,238.19
21.03,9.85,0,12.85,34.92,1.65,0.47,225.94
15.48,8.51,1,17.25,137.64,6.1,0.65,215.25
21.25,24.97,1,17.72,104.04,6.35,0.37,268.28
15.2,17.89,1,20.73,71.24,5.86,0.24,234.07
38.58,14.9,1,26.74,152.7,4.16,0.66,237.69
19.1,17.43,1,18.29,212.35,5.93,0.06,235.02
49.87,8.55,1,20.15,155.04,3.59,0.64,245.93
22.89,20.24,0,17.1,175.4,4.72,0.41,254.52
21.52,45.4,0,21.4,631.52,6.14,0.17,336.27
26.44,7.66,0,21.64,468.74,9.13,0.22,220.93
13.92,8.54,0,12.49,341.2,9.11,0.63,226.59
16.12,11.95,1,21.29,147.52,10.09,0.57,219.74
22.43,12.33,0,22.3,103.26,1.58,0.24,220.12
15.94,4.05,1,19.92,130.13,7.47,0.95,205.63
9.78,12.78,1,14.98,107.7,3.94,0.9,217.08
23.45,6.97,1,22.79,165.77,1.15,0.5,205.65
8.9,42.41,0,16.61,385.9,1.43,0.23,316.38
27.71,5.2,1,20.7,215.51,3.95,0.44,213.8
43.67,34.84,0,19.87,638.27,2.94,0.14,314.1
11.1,53.64,0,14.79,317.15,2.2,0.43,381.02
30.22,27.77,1,17.35,241.28,5.54,0.56,284.69
15.39,12.86,1,13.99,30.39,0.85,0.53,225.02
22.78,18.62,0,19.86,191.84,5.08,0.26,245.36
21.83,25.12,0,23.13,745.07,2.94,0.55,241.61
42.49,21.69,0,17.69,613.35,7.75,0.21,279.6
29.6,14.58,1,20.41,50.07,7.08,0.12,239.17
47.39,11.45,0,16.87,50.04,3.56,0.34,263.72
28.81,36.08,1,14.4,701.12,9.17,0.28,311.52
9.79,7.68,0,21.71,172.01,2.35,0.11,192.95
11.78,5.54,0,22.68,90.72,1.28,0.17,187.44
36.52,22.73,0,27.1,67.83,2.92,0.53,261.8
12.57,60.92,0,18.37,462.9,9.96,0.55,436.77
26.91,27.68,0,24.34,660.14,3.74,0.23,259.84
18.64,8.08,1,21.43,113.73,4.15,0.87,207.85
13.99,19.02,0,15.23,79.39,2.24,0.73,236.95
11.13,18.73,1,15.34,43.03,3.77,0.78,236.74
28.78,18.81,1,25.02,116.77,6.62,0.76,245.04
18.66,13.38,1,9.6,25.54,7.14,0.54,241.9
36.49,13.81,0,21.9,127,8.44,0.7,254.33
14.47,42.82,1,7.79,627.05,7.1,0.15,332.27
22.82,15.4,0,21.91,56.86,4.02,0.72,236.85
28.51,8.64,0,19.43,254.8,1.05,0.67,221.96
10,22.77,1,10.14,152.3,2.81,0.54,249.37
20.44,10.96,1,23,70.45,1.66,0.09,207.54
20.45,8.39,1,10.67,125.85,2.26,0.78,222.14
13.39,41.06,0,19.42,254.44,6.63,0.75,322.03
16.68,15.96,0,11.27,262.1,4.58,0.43,240.48
10.78,4.18,0,17.36,137.04,3.66,0.57,199.9
28.61,6.67,1,18.86,66.76,5.95,0.36,222.85
20.3,50.83,1,17.78,760.52,1.94,0.28,353.72
23.3,10.15,0,14,54,4.78,0.17,231.12
12.75,36.42,1,17.08,446.05,6.56,0.2,290.41
14.11,19.22,1,9.31,80.18,5.13,0.9,250.75
7.02,36.93,1,23.04,678.65,3.73,0.54,263.04
20.5,29.02,1,7.45,672.19,2.16,0.77,276.89
19.97,95.52,0,21.24,915.73,1.68,0.48,669.21
14.01,30.6,0,19.65,877.12,3.17,0.65,254.39
21.02,19.47,1,15.05,132.41,11.86,0.71,256.97
16.31,6.4,1,22.53,140.92,1.42,0.24,195.72
25.37,27.2,0,15.84,90.81,6.64,0.14,284.84
15.63,60.66,1,18.74,482.49,10.24,0.65,429.73
12.92,26.95,1,22.3,664.09,1.98,0.24,234.66
24.81,6.94,1,10.19,184.01,4.89,0.57,227.95
38.99,19.63,1,20.61,288.05,8.01,0.77,266.87
33.22,5.61,0,11.84,93.2,8.39,0.45,246.11
14.68,7.55,0,14.43,37.51,6.03,0.52,218.17
27.84,13.45,1,18.78,576.76,3.4,0.55,227.17
27.86,13.17,0,22.7,120.95,4.54,0.64,235.66
26.16,13.8,1,27.78,97.66,5.94,0.6,222.36
17.94,21.53,1,13.74,114.49,7.99,0.81,259.84
25.22,11.71,1,17.73,130.78,4.45,0.13,227.11
23.68,16.18,0,20.45,238.79,4.67,0.79,241.63
35.88,16.64,1,19.48,166.68,0.87,0.22,247.14
15.68,22.37,1,18.15,126.83,3.58,0.11,244.06
4.76,17.56,1,11.44,45.88,8.35,0.22,234.95
11.89,7.16,1,17.02,144.53,9.88,0.6,210.63
9.33,24.38,1,20.69,246.87,5.94,0.75,238.92
17.58,27.69,1,10.11,717.3,3.62,0.36,261.21
16.74,7.63,0,21.73,61.9,6.32,0.2,207.49
15.47,58.6,1,16.46,513.12,1.43,0.93,403.1
25.92,80.76,1,21.84,560.52,8.83,0.21,575.12
21.12,7.11,1,15.34,39.87,3.41,0.8,217.51
37.2,7.77,1,16.88,173.43,3.42,0.27,231.63
27.98,28.72,1,15.61,130,4.89,0.47,288.63
15.89,16.25,1,20,232.88,7.91,0.17,228.01
29.26,21.28,1,21.3,189.72,2.65,0.16,250.98
23.38,53.87,1,18.15,676.05,5.96,0.51,380.12
24.19,9.68,0,12.89,99.74,4.59,0.52,233.23
23.01,6.9,0,20.64,60.01,0.18,0.4,212.84
18.11,10.98,1,18.52,31.51,9.71,0.35,227.45
12.07,7.59,1,21.09,76.08,6.49,0.19,199.26
20.49,58.77,1,18.51,773.84,6.04,0.74,405.57
18.58,19.43,1,20.59,506.61,1.89,0.63,223.92
31.78,10.48,0,15.99,179.09,8.85,0.75,249.09
18.43,11.55,1,17.12,107.44,1.94,0.68,217.51
16.05,7.52,1,18.2,32.41,6.47,0.39,212.98
25.57,17.58,0,21.62,521.16,4.12,0.2,231.67
10.41,9.75,0,26.86,240.78,1.26,0.53,186.18
8.93,4.95,0,24.82,95.33,6.78,0.39,190.78
30.9,16.98,0,14.08,121.07,2.61,0.21,258.43
10.17,13.26,1,24.13,421.61,1.92,0.55,197.87
24.08,4.68,0,20.38,105.17,10.35,0.92,225.55
21.72,30.1,1,15.3,1053.65,7.05,0.57,262.79
41.14,6.46,1,25.1,278.29,1.29,0.18,218.42
20.08,8.53,1,17.18,85.58,1.06,0.19,215.27
16.94,14.07,1,13.3,94.21,2.93,0.07,228.47
41.07,65.33,1,16.64,902.83,8.92,0.04,471.11
15.21,7,0,12.18,118.32,7.49,0.26,222.43
32.89,42.53,1,23.6,509.72,1.68,0.82,327.43
13.58,16,1,20.36,33.13,6.02,0.44,221.79
27.75,16.92,1,19.62,87.47,6.97,0.3,246.47
26.1,16.97,1,21.83,139.13,8.27,0.42,243.55
32.5,19.93,1,15.57,263.15,5.64,0.65,258.46
39.81,11.75,1,19.75,164.68,3.43,0.77,244.56
31.37,13.14,0,22.16,218.17,2.09,0.25,231.02
14.79,7.6,1,17.34,136.87,1.5,0.32,208.35
44.02,13.57,0,20.74,148.45,3.16,0.81,256.32
30.44,4.55,1,14.54,49.42,6.28,0.71,228.19
20.97,7.24,1,17.89,252.68,0.51,0.51,205.22
31.38,28.49,1,21.88,699.09,5,0.22,269.52
40.74,24.62,1,13.69,941.06,6.03,0.58,269.37
33.72,9.04,1,15.17,144.25,2.12,0.42,234.52
8.94,6.71,1,18.78,34.47,3.85,0.25,195.23
20.66,7.4,1,12.72,78.38,4.68,0.35,225.64
22.62,22.99,1,15.02,233.66,5.72,0.83,263.5
10.77,4.37,1,13.89,58.41,3.62,0.22,201.44
12.2,5.42,1,10.65,95.81,3.25,0.38,208.3
21.43,58.95,1,13.2,785.92,5.13,0.56,410.08
14.83,7.35,0,24.92,190.84,1.85,0.38,194.6
17.67,10.82,1,19.98,124.32,0.49,0.47,209.1
20.54,16.2,0,18.19,172.73,7.96,0.59,242.55
14.61,10.34,0,22.97,133.08,3.54,0.32,210.54
13.98,6.18,1,13.05,128.67,7.69,0.77,211.64
33.16,17.3,1,12.84,47.42,2.06,0.91,261.9
27.22,7.01,0,19.71,62.09,3.16,0.2,222.93
18.08,31.62,1,16.56,245.02,5.42,0.69,285.42
27.23,12.81,1,15.96,487.95,8.31,0.21,232.08
46.56,13.15,1,25.57,50.39,3.01,0.69,248.01
21.44,12.8,0,22.56,216.33,3.29,0.7,218.44
29.1,14.72,1,18.57,490.55,1.02,0.47,227.27
12.44,72.01,1,14.2,449.49,3.66,0.28,498.96
12.09,10.67,1,19.91,342.1,6.19,0.15,204.67
20.36,7.72,1,17.28,184.04,5.56,0.62,218.56
22.9,12.12,0,19.97,181.25,4.56,0.86,226.34
38.16,20.38,1,16.46,624.92,4.23,0.5,255.45
26.58,12.6,0,12.89,147.02,7.29,0.35,248
20.64,8.45,1,19.01,111.5,5.3,0.01,214.64
13.83,53.37,1,12.9,621.27,2.87,0.17,373.45
33.04,42,1,23.58,446.51,0.68,0.28,325.05
23.4,10.57,0,14.5,103.71,4.14,0.03,232.11
39.77,11.81,1,8.34,34.47,3.75,0.47,262.69
15.21,8.98,1,23,174.97,8.85,0.53,206.28
12.98,23.72,0,16.5,411.18,1.4,0.4,240.85
19.41,6.78,0,15.52,113.17,6.27,0.95,217.58
36.46,7.4,0,16.41,152.11,3.53,0.34,234.98
25.39,8.29,1,14.99,116.89,6.07,0.72,227.77
10.9,23.91,1,15.35,115.14,2.4,0.09,247.23
6.38,28.01,0,18.77,797.19,6.59,0.87,244.78
21.8,15.11,1,18.58,708.74,4.73,0.68,217.93
10.02,17.05,1,14.59,147.54,6.11,0.58,229.62
37.94,14.58,0,17.28,47.79,3.98,0.8,258.44
23.27,11.44,0,22.23,58.5,6.67,0.79,230.58
44.81,5.06,1,10.83,315.99,9.28,0.81,252.26
13.02,23.86,1,13.01,592.38,3.31,0.74,242.62
13.93,13.53,1,10.45,124.45,2.25,0.37,227.69
18.36,19.36,1,17.47,211.83,3.22,0.53,239.33
25.32,8.31,1,16.92,58.42,2.23,0.48,222.75
27.66,55.04,0,24.36,755.25,2.65,0.92,381.98
101.73,72.98,1,19.53,572.56,7.33,0.7,610.36
22.76,10.34,1,16.08,7.26,6.11,0.37,230.33
11.92,15.73,0,17.21,71.23,5.35,0.46,228.99
16.55,43.57,1,26.72,480.82,3.13,0.64,311.46
28.42,10.2,1,12.77,172.62,1.93,0.78,232.42
18.15,17.21,1,21.68,501.11,1.47,0.18,214.24
32.38,11.91,1,16.94,73.65,3.19,0.11,238.13
22.9,4.67,0,21.16,198.49,7.49,0.94,219.5
16.25,27.99,1,16.93,495.19,7.37,0.35,265
27.16,9.01,1,18.64,71.71,1.55,0.12,219.1
11.17,67.66,1,20.21,172.05,2.18,0.48,467.15
26.5,7.66,0,20.93,135.11,4.46,0.31,219.98
13.53,25.07,1,20.58,888.99,3.35,0.78,227.99
12.23,9.34,0,19.23,178.34,3.57,0.55,203.68
8.39,27.28,0,20.12,479.55,3.18,0.94,246.9
27.24,11.72,1,21.31,78.06,11.01,0.86,238.26
14.28,11.1,0,19.64,10.41,2.49,0.53,212.06
111.92,79.95,0,17.97,253.47,0.58,0.43,689.07
25.68,12.21,1,21.08,320.98,9.02,0.16,221.81
20.84,10.72,1,22.2,185.83,3.18,0.36,203.45
34.87,12.52,0,21.67,65.99,2.41,0.09,237.34
47.58,50.8,1,16.44,646.48,4.12,0.32,400.04
29.11,11.46,0,16.41,123.51,2.54,0.57,237.76
22.35,14.45,1,15.13,86.58,4.9,0.53,239.85
14.23,11.26,0,14.55,365.74,4.72,0.97,224.43
59.07,4.53,0,13.24,152.51,9.16,0.51,274.15
8.64,29.69,0,14.92,276.86,2.4,0.45,265.49
31.66,74.11,0,17.54,866.31,3.87,0.71,521.26
27.81,15.44,1,16.61,609.35,0.28,0.61,229.6
58.54,28.58,1,25.55,174.64,2.53,0.63,306.18
10.4,7.38,1,26.85,80.44,6.55,0.85,189.96
20.89,12.56,1,25.07,224.21,0.5,0.72,207.77
15.64,6.75,1,23.79,59.13,4.63,0.47,198.27
11.28,20.79,1,19.53,143.82,6.17,0.51,235.86
7.3,5.23,0,11.06,199.23,2.07,0.37,201.64
4.28,16.17,0,11.74,663.81,5.92,0.26,214.83
16.73,5.27,0,14.21,169.42,5.02,0.88,214.28
37.62,10.49,1,20.82,135.71,2.52,0.31,231.32
26.64,6.89,1,23.16,359.8,4.57,0.49,209.37
11.37,20.7,1,13.67,481.54,1.8,0.45,229.59
27.15,5.46,0,21.3,279.63,1.31,0.31,207.44
5.11,9.63,0,16.02,21.25,0.91,0.31,198.46
20.02,23.64,0,16.62,643.67,3.6,0.61,248.35
12.68,21.43,1,17.17,370.93,6.52,0.26,237.98
46.18,7.56,1,15.51,193,6.21,0.52,251.03
55.09,34.64,1,18.25,434.39,9.21,0.27,339.51
26.73,6.98,1,11.93,184.26,1.48,0.15,222.4
27.57,6.49,1,17.17,8.23,5.97,0.57,229.01
12.74,3.81,0,22.37,57.54,4.9,0.87,194.91
13.47,18.4,1,22.46,642.46,3.42,0.59,209.02
18.99,11.64,1,31.21,32.24,2.32,0.62,198.16
9.96,12.61,1,19.26,152,5.19,0.65,210.42
15.79,9.87,1,22.83,169.28,0.38,0.92,197.58
46.63,6.84,1,14.84,181.54,3.21,0.87,246.3
11.05,11.5,1,14.47,132.36,1.91,0.39,213.18
18.1,9.16,1,18.09,58.66,12.56,0.32,227.59
10.96,12.36,0,12.7,52.02,5.65,0.14,227.05
39.28,11.98,1,19.53,108.75,11.61,0.61,257.6
11.66,6.29,1,22.17,66.98,13.76,0.51,207.52
13.74,9.3,1,17.87,176.72,3.04,0.4,206.47
16.76,31.69,1,17.61,740.45,7.8,0.26,267.29
32.71,34.92,1,17.78,216.77,0.26,0.32,309.81
28.51,10.76,0,17.28,132.99,6.2,0.71,241.23
7.9,19.29,1,19.42,56.44,4.46,0.63,227.79
15.58,15.41,0,14.29,305.15,6.86,0.19,235.82
14.09,39.26,1,12.52,462.65,7.39,0.8,314.03
13.66,4.55,0,14.01,85.96,3.33,0.24,209.46
48.17,11.65,0,18.72,283.01,4.43,0.26,257.81
55.54,7.01,0,22.48,67.49,1.38,0.22,248.79
12.02,11.1,1,22.19,220.85,2.53,0.28,199.08
9.08,12.15,0,24.24,47.32,4.31,0.35,207.16
35.19,6.92,0,13.39,50.77,1.7,0.88,237.74
21.31,5.25,1,21.45,170.86,2.75,0.51,201.76
11.39,21.19,0,16.32,17.5,1.94,0.86,241.51
43.53,31.73,1,20.07,6.39,5.74,0.38,321.29
16.46,27.68,1,25.76,138.47,2.77,0.71,250.09
19.81,12.08,0,18.44,733.02,7.25,0.93,220.93
18.67,10.27,1,13.43,281.4,5.81,0.67,222.61
23.21,5.63,1,7.8,340.31,2.16,0.86,222.32
28.09,72.42,0,20.01,798.11,3.35,0.72,504.25
18.5,10.35,0,13.68,167.97,10.22,0.05,238.3
10.57,17.58,1,20.65,113.84,2.68,0.56,218.96
19.87,101.59,1,14.27,419.51,0.74,0.18,763.6
48.31,15.05,1,22.08,368.71,5.9,0.19,257.54
26.59,6.49,0,20.12,213.21,6.67,0.39,224.62
12.74,5.01,1,15.51,50.7,2.36,0.65,199.88
26.6,3.6,1,20.22,183.19,11.83,0.74,219.85
18.55,22.56,0,16.89,595.39,5.93,0.79,247.5
16.37,12.04,1,16.67,88.82,7.4,0.41,221.75
39.2,11.75,0,19.6,19.48,1.27,0.84,246.21
11.65,4.9,1,20.81,181.91,3.84,0.81,190.42
11.21,11.02,0,14.39,81.27,2.9,0.58,218.94
9.53,4.95,0,13,160.14,6.21,0.68,211.71
8.53,36.93,1,12.32,297.37,6.84,0.22,303.66
32.53,17.28,0,26.68,150.6,1.31,0.73,235.82
12.79,45.29,1,9.91,539.94,3.01,0.69,338.5
19.08,12.35,1,19.99,159.82,7.64,0.14,225.43
16.4,4.44,0,20.31,131.67,2.56,0.46,198.8
34.59,27,1,18.59,124.68,5.89,0.55,289.56
7.15,15.54,1,18.33,782.04,2.84,0.61,194.34
20.4,20.85,0,17.41,152.75,1.82,0.6,245.49
30.73,11.21,1,18.45,490.75,5.41,0.57,226.35
36.55,8.48,0,20.56,269.93,2.37,0.32,231.42
15.17,11.96,1,19.17,120.24,2,0.27,210.01
59.87,16.93,0,18.1,55.21,6.83,0.43,298.39
16.38,8.23,1,20.6,54.31,5.27,0.6,204.85
15.48,5.34,1,18.38,139.27,2.29,0.68,200.22
10.23,17.07,1,24.1,116.88,2.27,0.68,209.62
12.16,12.13,1,22.98,24.79,4.49,0.75,208.03
28.33,50.89,1,12.41,476.23,13.54,0.45,401.55
9.51,45.89,1,21.98,299.74,4.11,0.51,328.63
12.55,10.14,1,19.25,41.12,1.34,0.05,208.48
14.84,9.22,1,15.3,141.16,4.15,0.23,213.75
9.42,9.52,1,17.7,155.11,4.01,0.51,204.76
11.86,30.98,1,15.24,317.49,5.29,0.35,270.01
14.87,9.64,1,17.29,2.94,2.75,0.22,211.58
26.87,8.36,1,18.29,114.06,9.2,0.25,229.54
21.89,23.76,0,16.09,61.78,1.48,0.39,266.71
11.96,7.13,1,16.85,285.45,0.61,0.07,192.64
23.57,47.54,1,11.11,402.16,1.16,0.3,358.68
18.96,8.04,0,15.57,101.19,11.64,0.36,233.01
16.48,32.59,1,16.96,476.44,3.16,0.12,273.86
34.21,17.48,1,17.75,10.3,1.86,0.21,251.84
23.4,17.84,1,26.98,232.2,4.29,0.72,227.3
20.85,36.3,1,20.89,899.97,2.04,0.36,277.53
53.05,17.48,1,22.17,350.22,9.32,0.62,274.74
13.8,71.9,1,15.66,643.43,4.8,0.33,492.91
34.9,56.74,1,16.81,584.31,2.84,0.77,416.36
14.64,20.04,1,30.6,351.56,7.99,0.24,214.72
23.63,43.57,1,15.92,620.78,6.64,0.82,338.43
16.42,20.03,1,17.38,35.16,5.94,0.69,246.69
36.34,14.77,0,14.83,539.07,5.19,0.1,252.07
